width,length,x,Vmax
523,284,58.91819,3966576.04195
 25,918,6.20678,70745.55741
 79,492,18.89269,353676.50271
133, 50,11.10646,34190.67573
230,  1,0.24939,28.68748
357,421,64.17835,4294233.07377
899,995,157.22618,62546542.38359
621,676,107.79207,20120456.12736
 95,126,17.88022,95583.21877
714,498,96.29747,15334384.43536
 92,133,17.83761,97782.15381
192,918,45.22509,3800605.09560
464, 35,8.57855,68396.54908
176,216,32.15999,544778.25638
290, 34,8.23583,39486.66835
704, 45,11.06433,172551.67016
780,128,30.57820,1469285.38621
152,925,36.30919,2456804.47585
 16,428,3.96173,13441.21880
711,985,135.90421,42568968.12844
340,738,73.03582,8383905.65329
701,409,83.35056,10790565.18205
833,306,68.19773,8057377.15883
614, 25,6.18495,46997.25996
 53,786,13.01895,266760.55257
648,846,121.26189,29672209.28274
710,382,79.42145,9768411.06899
789,326,71.38005,8452606.71631
985,283,64.93586,8502982.20637
676, 35,8.63368,100850.60974
958,420,91.04198,16806610.94500
817,246,56.17264,5290363.35002
328,633,68.78074,6489502.60865
900,568,113.28249,26047529.98630
169,669,39.24230,2097529.88158
808,945,144.75098,49197159.56447
153, 36,8.40723,21966.35274
147,205,28.16169,379661.63715
109,276,24.03704,333792.67236
923,390,85.07776,14081109.73101
451,793,92.51368,14959840.26197
768,872,135.84466,40473639.75200
363,124,27.90267,584534.02137
944,262,60.32179,7020655.03623
541,729,102.40984,18046570.62607
657,961,127.87320,36186267.30964
664,349,72.95118,7676244.72647
318,223,43.04391,1366713.10454
507,725,97.95292,16122864.84138
391,351,61.56417,3757899.08951
724,246,55.39279,4592917.12007
842,574,111.82126,24225647.52823
916,994,158.76892,64275534.12845
162,804,38.25219,2379197.82022
668,371,76.55204,8588658.15594
928,619,121.41955,31293550.56774
681,102,24.47276,820652.93563
227,589,50.24390,3105211.34893
139,961,33.40151,2156345.42053
 38,953,9.40332,168604.43763
 80,765,19.44943,580440.70981
576,456,84.27300,9870414.62676
909,312,70.16480,9258803.52352
520,560,89.81486,11628037.01165
501,799,100.10673,18029915.96932
400,781,84.09446,11946156.10381
644,412,81.84396,9761307.44580
654,285,61.84391,5290487.61177
321,617,67.25255,6051575.32021
242,895,55.85454,5700273.87595
388,658,78.85138,9085025.24911
251,184,34.98188,722190.14215
716,772,123.73674,30408871.19579
342,334,56.32127,2859430.02056
775,106,25.53115,1015411.42198
346,244,47.00949,1776600.05841
254,893,58.34014,6219292.66849
992, 91,22.20405,980311.18435
893,594,116.61639,27757311.37194
214,491,46.43588,2239350.48513
662,982,129.42352,37732295.62291
173,599,39.67479,1930792.70267
175,608,40.14731,2006423.58553
164,849,38.82672,2585980.76994
 25,373,6.14153,28172.52273
168,131,24.35025,239077.79660
264,119,25.66632,369354.74069
146,712,34.43500,1708134.98295
142,878,33.94722,2037964.53126
762,583,109.14397,21643068.66679
713,244,54.89308,4444124.31408
369,958,81.68111,13347309.98334
360,560,71.41181,6469971.11664
749,623,112.89583,23462318.03888
124,989,29.96670,1783682.05986
780, 95,22.98226,827218.45858
932,450,95.78420,18328395.08634
171,629,39.44748,1998703.09088
998,363,81.01191,13610916.25199
145,405,32.42940,884003.51970
344, 56,13.38311,124114.19306
679,258,57.22449,4637579.95196
980,998,164.81278,71643069.25513
317,540,64.49824,4983786.00237
616,694,108.58755,20650055.62426
753,804,129.54126,34865287.66710
108,822,26.05418,1121124.55876
604,431,82.70797,9633901.70287
178,145,26.49800,304750.00069
921,654,125.70901,33886326.80796
123,346,27.53512,544170.76042
761,497,98.12272,16666390.20161
547,104,24.64531,671076.30419
472,197,43.06310,1842381.29052
486,715,94.76638,14763068.90698
162, 21,5.06820,8361.44239
861,959,151.00840,55456713.13142
721,165,38.61750,2181890.11030
344,274,50.51801,2122969.70991
 11, 46,2.56389,615.36095
140,498,32.19290,1055521.19463
 99, 32,7.24839,10720.93745
 20,749,4.96607,36951.69130
431,597,82.37892,9480255.60359
 60,505,14.52756,213962.73463
482,725,94.64334,14841062.31822
171,412,37.41395,1213205.27991
 27,712,6.68468,63656.75537
429,651,84.46584,10589541.32705
850, 52,12.79496,278581.28833
548,433,80.08172,8473926.71275
918,384,83.90971,13608012.98953
586,389,76.41801,7817388.91663
558,718,103.85427,18564027.67167
441,312,60.04562,3697921.64921
180,471,39.89041,1564009.84874
577,955,116.49691,28934872.01499
672,650,110.12080,21379619.34239
951,369,81.59200,13229746.08795
202,135,26.46447,323777.43866
361,626,73.79107,7534283.41195
928,644,124.73617,33391614.49828
882,540,108.62934,23305283.31945
496,391,72.37880,6260098.25642
733,563,105.24753,19385076.56983
117,659,27.83512,1029957.04149
337,701,71.79422,7740123.32673
804,360,77.74156,10311069.03436
791, 48,11.81229,220950.04395
796,768,130.27059,35397554.73226
944,766,140.20235,45178631.24233
965,724,136.51515,42600558.40359
453,471,76.95602,7298292.77480
378,484,70.22188,5731083.50068
  8,139,1.96981,1080.23684
533,338,67.31711,5453626.16678
372,414,65.21987,4467358.26976
180, 48,11.09227,45190.78089
651,174,40.20264,2147008.04097
659,662,110.08237,21344188.98937
126,252,26.62657,384972.54064
971,873,153.01693,57689415.53578
978,801,146.06472,50979411.58081
469,971,99.82116,20739953.72727
798,815,134.39418,38848191.02891
  2, 71,0.49531,35.00161
450,758,91.28727,14047597.15818
822,194,45.29784,3425892.23427
 23,520,5.68486,33628.86080
344, 79,18.48453,238539.14458
426,284,55.71701,3024507.99477
679,571,103.00660,17782435.05714
478,552,85.17118,10000790.48545
724,459,91.42301,13662421.49521
832,217,50.24848,4282292.44051
215,470,46.24597,2138773.44945
767,506,99.59275,17350423.65278
922,875,149.59633,53647792.72704
767,833,132.99336,37780911.06872
392,789,82.95012,11686237.38456
982,579,117.67028,30193789.65307
156,175,27.44687,333300.92178
472,846,97.28419,17581950.79011
391,371,63.43421,4090419.27968
126,  3,0.74485,140.06748
358,452,66.14973,4773138.58348
472,789,95.55404,16047633.03423
860,275,62.37660,6890648.12159
576,352,70.84660,6470963.60707
302,858,67.69575,8150075.35798
104, 68,13.41968,42620.65307
142,269,29.65274,514195.93786
322,417,60.07504,3599644.28795
 65,176,14.47515,76734.18249
178,886,42.03809,3166298.36720
400,952,87.34129,15297229.14438
231,667,51.88944,3718066.30368
 28, 58,5.95853,4416.15950
303,949,68.73971,9233348.61215
346,335,56.72757,2922554.39835
286,106,23.59442,331377.99787
985,413,90.21132,16880926.61481
558,299,62.22386,4708948.59021
917,206,48.27983,4335010.67980
587,556,95.14483,13803714.05753
511,950,106.24801,23390273.44342
422,168,37.00251,1210344.00540
 60,694,14.66155,298952.32964
850, 22,5.46386,50761.68112
173,330,36.18300,938107.23183
101,497,23.83536,571152.59696
709,125,29.74979,1265631.93749
520,907,106.45074,22690680.81058
204,295,39.55795,1066501.77603
263,537,55.81847,3593830.57117
441,891,93.39294,16719313.65073
626,207,46.76694,2825511.88491
732,310,67.60000,7052075.26400
 69,974,16.93352,559308.30115
 71,342,16.73195,193776.76046
451,854,94.17073,16464895.21086
749,130,30.96599,1448197.59362
971,621,123.37364,33440863.15115
949,403,87.83950,15441490.43507
305,730,66.65998,6828518.57318
370,573,73.29840,6982393.81009
122,800,29.24747,1377243.57129
407, 45,10.92148,97409.73930
386,448,68.92605,5304724.57456
331, 32,7.79697,40345.97286
672,718,115.64309,24805617.06283
425,427,70.99923,5726505.00027
103,868,24.94024,1083855.84810
683,  1,0.24980,85.31249
679,167,38.86475,2086093.36776
417,836,88.16691,13997320.40756
 20,616,4.95863,30302.06241
336, 71,16.71203,190008.68462
783,880,137.87781,42259488.91246
637, 19,4.71393,28317.55982
431,617,83.29990,9919843.80798
105,972,25.50235,1268217.01095
576,951,116.21669,28691054.01902
907,376,82.28339,12916438.95823
214,579,47.65304,2735833.81380
762,380,80.34787,10595359.98686
894,506,103.92132,21260521.58825
560,254,54.72140,3564075.22332
379, 29,7.10575,38333.20998
818,311,68.97402,8117160.95726
637,124,29.34289,1108343.81347
302,885,67.96589,8454713.80278
113,580,26.73847,837990.70052
488,432,76.24159,7150134.12533
265,803,59.88519,5942118.64242
278,461,56.15756,3244324.02681
690,460,90.24607,12852073.83006
904,388,84.41681,13601553.34498
908,979,156.91634,62016583.20612
101,623,24.14265,731423.62389
755,231,52.65648,4299782.87673
231,623,51.41549,3427847.76271
779,136,32.38502,1647574.01492
298,982,67.98959,9319536.18576
891,885,147.99738,51867340.01139
258, 94,20.97312,235872.31846
 23,816,5.70882,53200.27974
394,934,85.97405,14548105.08612
958,450,96.30674,18972444.42544
 46,705,11.30614,180440.26136
554,802,107.46579,21391749.15401
307,657,65.76907,6063810.60763
161,393,35.30071,1028817.08856
 83,639,20.03185,515141.23122
247,479,51.85082,2788518.40731
 30,  0,0.00000,-0.00000
986,267,61.61619,7642751.89216
 12,463,2.98014,8226.35443
843,699,126.82982,33287380.16634
659,498,93.65561,13725080.88273
191, 92,19.59155,157094.80499
276,384,52.83335,2504798.98149
129,795,30.83436,1522481.48335
449,398,70.20033,5580574.27220
413,909,88.94820,15288869.21406
513,864,104.06366,20808326.12054
 11,713,2.73920,10701.09915
529,586,92.55300,12759823.16152
249,696,55.69492,4480561.50204
332,487,64.67654,4687499.93896
973,583,117.97485,30177203.06493
884,725,132.13339,37728269.09395
685,249,55.57478,4396272.74043
802,522,103.16431,19398646.13672
562,938,113.72690,27034081.80327
418,399,68.02793,5043288.64676
204, 47,10.99417,50050.01074
392,807,83.33704,12024037.05737
842,306,68.29891,8161492.10943
101,456,23.69540,519052.76812
653,580,102.21104,17220103.30651
366,649,75.23644,8083863.14046
 55, 62,9.69645,14710.63236
429,649,84.38610,10545614.79268
188,903,44.29648,3586145.26740
328,605,68.07226,6123269.50245
901,253,58.18396,6237664.56104
621,108,25.72278,828552.15554
 40,272,9.60473,50479.11683
292,323,51.05479,2141491.87118
822, 92,22.31999,821727.97747
557,904,111.85043,25361315.28193
 67,593,16.24975,314230.31249
709,909,131.77763,37887381.70918
532,932,109.02831,24437365.30625
674,579,103.52005,17980434.51445
923,254,58.52745,6459688.25325
567,273,58.14174,4106825.78806
521,  1,0.24973,65.06249
541,821,106.51926,21238656.54220
321,712,69.23277,7247965.04881
313,897,70.24095,9167361.68900
 93, 78,14.08556,45501.29553
997,524,109.53261,25983256.84749
928,567,114.12573,27052225.66516
134,134,22.33275,178229.92583
804, 62,15.18947,371575.72051
377,392,64.04657,4207105.68349
420,891,89.82492,15357647.25480
311,514,62.76641,4522188.80916
931,806,143.62982,47962895.54999
669,107,25.59382,882514.98965
118,192,23.71187,241947.66301
125,581,29.38651,1016347.60473
948,525,108.40414,24428573.08543
179,673,41.37640,2350578.40123
571,244,53.12670,3401025.97996
895, 26,6.45202,74533.04731
989,118,28.56698,1620290.41479
 65,800,15.90631,405517.47915
220,493,47.53780,2363126.23413
308,437,59.35113,3576086.17785
316,463,61.53702,4035631.13463
 30, 61,6.36019,5306.01069
143,154,24.69860,241826.83214
614,867,118.12739,28145149.11111
578, 22,5.44653,34306.72711
305,600,64.22664,5346869.49760
576, 57,13.87972,222503.86189
869,672,125.30620,32652398.19058
648,266,58.30424,4628504.64961
502,649,93.59780,13607066.30903
137,286,29.20703,522369.33869
726,141,33.37046,1633683.33083
523,125,29.15769,903518.59190
195,449,42.33933,1701720.06696
828,289,64.85280,7213861.48380
740,280,62.14195,5957978.13490
504,181,40.46420,1713151.12225
801, 82,19.94814,639244.08921
302,354,54.15359,2577111.68317
942,780,141.60734,46344524.64025
120,874,28.89873,1467184.79828
295,472,58.99981,3696821.99997
966,124,29.94059,1739526.40794
639,188,43.03326,2425459.26902
 47,436,11.41593,113993.83124
608,347,71.11713,6782644.53950
 36,865,8.90431,137229.48882
418,502,75.71372,7075676.15172
331,842,73.04548,9399483.05410
623,720,111.04421,22166480.65912
  8,222,1.98130,1744.14671
784,407,85.31162,12369162.11504
791,842,135.88429,40232901.85488
452,  2,0.49927,225.50025
705,391,80.70645,10072212.24481
715,705,118.32442,26508967.70261
940,100,24.29932,1113376.42862
803, 62,15.18907,371095.41349
691, 17,4.22343,24656.26846
 58,944,14.27031,384854.07460
116,506,27.14562,756667.52974
 87,114,16.30186,72179.00929
207,989,48.75593,4758938.50294
  2,735,0.49955,367.00015
813, 13,3.23681,17037.58914
398,366,63.49914,4112831.50029
 68,965,16.68981,538297.30265
 32, 42,5.99793,3599.99967
312,963,70.66110,9909665.23635
844,826,139.14233,43113385.88952
795,763,129.75111,34983746.43974
715,134,31.78168,1458302.64406
 41,870,10.12629,178527.16728
262,810,59.34859,5879406.26391
508,172,38.74689,1576437.19517
962,116,28.07246,1522089.57514
794,601,112.95876,24069002.42718
423,265,52.96399,2671359.94877
521,628,94.51233,13773186.18061
692,439,87.42276,11942707.21122
320,470,62.36440,4204702.73852
691,868,127.42845,34076678.11077
861,717,129.86745,35705438.01841
118,863,28.42184,1401240.87601
709,796,124.78948,31326816.93221
783,325,71.10808,8328528.95537
547,686,100.80946,16865025.52336
474,  7,1.74333,2881.85234
865,252,57.74138,5908214.92427
423, 30,7.36208,45915.49962
779,992,144.41504,49775928.02976
432,101,23.60001,488572.86400
310,976,70.36990,9948636.69180
906, 39,9.64272,168566.19533
339,589,69.32879,6255029.94568
764,474,94.99839,15486520.00298
155,157,25.99790,281190.00072
336,309,53.60867,2474810.67526
285,565,60.11472,4405512.92057
705,679,115.27219,24526727.75081
247,215,38.22360,903245.37854
647,356,73.62316,7680767.07353
774,436,89.65118,13685923.28072
982,881,154.56697,59475710.41479
 95, 34,7.60361,11401.82731
174,364,37.11063,1073007.75857
425,119,27.37459,651211.89844
649,165,38.29254,1937986.19069
690,872,127.54226,34220365.35866
425,174,38.15497,1299693.83834
708,214,48.84553,3467269.95023
146, 30,7.07416,14785.49411
906,953,154.76812,59400439.92912
656, 88,21.21207,593179.57535
148, 69,14.78785,69041.44207
631,674,108.57292,20527989.97421
486,902,101.01013,20078800.16367
546,655,98.85418,15744589.79402
775,192,44.65607,3144315.11681
949,261,60.14381,7013375.17675
345,105,23.94830,406297.62074
196, 37,8.77139,30456.73426
874,346,76.27376,10645282.43017
143, 47,10.62574,33310.03943
849,680,125.10264,32196266.43564
523,646,95.81202,14426345.90344
474, 52,12.62354,151551.29052
742,776,126.40475,32352009.25164
732,690,118.34493,26571881.67654
828,221,51.06856,4406101.00262
 93,960,22.65931,988246.61544
219,977,51.33484,5221324.37488
 96,745,23.17641,803893.76591
805,887,140.50403,44614932.02884
747,316,68.92133,7479746.01345
880,689,127.87512,34584600.96100
118,192,23.71187,241947.66301
381,423,66.72611,4782721.39066
 21,878,5.21814,47822.68881
157, 93,18.87660,124359.11839
  0,691,0.00000,-0.00000
807,728,127.40935,33289752.63354
262,890,59.96834,6560401.57814
772, 99,23.90502,886189.09423
791,636,116.83036,26197979.71564
238,416,48.74754,2181525.94112
 71,317,16.64354,178079.93051
964,659,128.26566,36521592.61062
466,524,82.07618,8915045.80095
190,832,44.47573,3339414.38221
524,296,60.82162,4266856.88038
440,413,70.97640,5733818.46830
947,751,138.69959,43984899.07217
289,818,64.74981,7110569.81249
468, 49,11.91224,133206.83324
682,525,98.06209,15669616.79012
374,727,78.55188,9709668.40550
203,918,47.63125,4222018.82498
714,935,133.76283,39862683.09514
570,389,75.75468,7529076.58603
371,892,81.14541,12358202.87974
596,898,117.08958,28123068.73267
338,381,59.59586,3413997.67513
319,400,58.78646,3344271.29802
288,325,50.80468,2115401.42295
647,293,63.14187,5481463.64510
396,164,35.89522,1073095.53027
514,495,84.03847,9503929.50615
696,188,43.39519,2675655.16333
679,230,51.80993,3767443.12915
501,426,76.49503,7267806.02161
110,481,25.74624,646988.07366
500,631,92.37191,12995343.87723
161,912,38.31506,2700447.59480
666,688,112.78855,22970700.46217
970,797,145.14770,49990239.15726
784,849,135.76022,40177757.98645
646,993,127.68968,36791207.89472
164,401,35.96827,1089648.69325
589,518,91.68239,12444952.13202
562,960,114.43017,27871941.62572
241,131,27.17028,388785.19177
265,811,59.95626,6011702.72748
 39,953,9.64812,177501.04455
 35,999,8.67194,150304.13020
199, 39,9.22458,34227.54050
515,901,105.50821,22129680.10791
152,887,36.23097,2347287.77709
726,671,116.14620,25156485.98754
576, 18,4.46416,22964.94623
329,380,58.62631,3261737.44695
175,492,39.17324,1566188.00232
858,671,124.58913,31996263.44544
631,970,124.72697,34290126.96025
431,605,82.75438,9655869.95950
672,328,69.66253,7001252.31499
989,529,110.13430,26138340.97137
389,777,82.18290,11309895.10033
706,199,45.74819,3022187.81606
589,285,60.63695,4643515.18835
450,787,92.18325,14756662.01074
838,537,106.62326,21566272.38673
141,673,33.20829,1502378.43894
123,361,27.68660,572242.22191
298,737,65.47613,6628731.72442
901,541,109.41331,24046649.77828
998,418,91.31981,17524593.79508
712, 44,10.82466,167022.41612
425, 45,10.93610,101962.28142
251,590,54.69219,3722496.97221
506,162,36.74019,1406652.27059
368,470,68.29811,5269260.31046
956,609,121.12989,31706626.33058
754,141,33.44623,1703076.99810
 47,915,11.59513,246208.18485
991,710,136.06151,42829398.71335
365,526,70.69827,6079956.79426
480,772,96.14199,16035867.27772
923,553,111.90635,25756766.08268
196,165,29.75197,428422.31453
174,778,40.79328,2625372.34992
788,993,145.49579,50764077.03096
601,595,99.66278,15839635.75765
511,628,93.42593,13359660.32211
443,672,87.21258,11654747.58310
386,294,55.13135,2793132.10049
300, 21,5.15462,15963.93231
908,259,59.47182,6572371.27783
400,582,77.72015,8107712.59706
 83,192,18.03548,131976.43125
246,593,53.82818,3614250.39621
542,129,30.10072,997749.98473
843,392,84.05736,12700804.82701
135,256,28.19748,442417.39402
741,510,99.04784,16772187.02097
756,567,106.92502,20471889.63707
916,998,159.06139,64655767.25300
 61,254,14.22325,104435.00767
851,977,151.25148,55956941.56698
265,558,56.59235,3821668.27819
965,377,83.27536,13993014.90351
582, 63,15.30035,273340.00824
588,680,104.83543,18654334.54330
453,564,83.24877,9480822.18870
101,995,24.57634,1205215.07922
932,190,44.82983,3789049.33475
933,415,89.72636,15926071.08522
975,930,158.61710,63931635.18684
